moderation status: j_SLaNRf_xo  ,  
moderation status: j_SLaNRf_xo  ,  
moderation status(vid id, mod status): j_SLaNRf_xo  ,  
moderation status(vid id, mod status): j_SLaNRf_xo  ,  
moderation status(vid id, mod status): YCVeYWVQ03g  ,  
moderation status(vid id, mod status): SiIHam5adVo  ,  
moderation status(channel id, vid id, time,  mod status): UC7_YxT-KID8kRbqZo7MyscQ  ,   4iVshVT4YmE  ,  20:42:09  ,  
moderation status(channel id, vid id, time,  mod status): UC7_YxT-KID8kRbqZo7MyscQ  ,   t7hSj6IiYvg  ,  23 20:58:17  ,  heldForReview
moderation status(channel id, vid id, time,  mod status): UCd07rKJ7Q0pg5ths7Pz8k8Q  ,   Lxne59DWjuM  ,  23 21:15:15  ,  
moderation status(channel id, vid id, time,  mod status): UCi_V-NWe_nqsj5AlT3SIN_g  ,   le0jaiwqdDc  ,  23 21:15:16  ,  
moderation status(channel id, vid id, time,  mod status): UChnfZKbuDfLQDKJ99Vv2sOw  ,   FHFmMqoXIVo  ,  23 23:13:23  ,  
moderation status(channel id, vid id, time,  mod status): UC__Oy3QdB3d9_FHO_XG1PZg  ,   TFQMXDLWnsw  ,  23 23:30:16  ,  
moderation status(channel id, vid id, time,  mod status): UC__Oy3QdB3d9_FHO_XG1PZg  ,   wgpI_PEUnGo  ,  24 00:54:32  ,  
moderation status(channel id, vid id, time,  mod status): UC__Oy3QdB3d9_FHO_XG1PZg  ,   BgDUspapUwk  ,  24 01:45:06  ,  
moderation status(channel id, vid id, time,  mod status): UC4_bwov47DseacR1-ttTdOg  ,   n1Np25pQBos  ,  24 02:02:01  ,  
moderation status(channel id, vid id, time,  mod status): UCEY0yxj6QxG4RBVRSe5orig  ,   Tn3Ikp0IjJc  ,  24 02:18:53  ,  
moderation status(channel id, vid id, time,  mod status): UCPcFg7aBbaVzXoIKSNqwaww  ,   lXOf_eILyjg  ,  24 03:11:00  ,  
moderation status(channel id, vid id, time,  mod status): UCPcFg7aBbaVzXoIKSNqwaww  ,   lXOf_eILyjg  ,  24 03:11:02  ,  
moderation status(channel id, vid id, time,  mod status): UCtinbF-Q-fVthA0qrFQTgXQ  ,   xp_hlUxJSI4  ,  24 14:11:00  ,  
moderation status(channel id, vid id, time,  mod status): UC7_YxT-KID8kRbqZo7MyscQ  ,   bv9hBddB77M  ,  24 16:09:31  ,  heldForReview
moderation status(channel id, vid id, time,  mod status): UCM1cgxPGbxl_jR28Dx0CNww  ,   yQ8nSWKA3Sg  ,  24 18:58:58  ,  
moderation status(channel id, vid id, time,  mod status): UCd07rKJ7Q0pg5ths7Pz8k8Q  ,   Ae5xh-3Cysw  ,  24 19:15:54  ,  
moderation status(channel id, vid id, time,  mod status): UCN6BU9wRapPTF_tzYqKVWNA  ,   F3uaxVSSrpw  ,  24 19:15:54  ,  
moderation status(channel id, vid id, time,  mod status): UCsTcErHg8oDvUnTzoqsYeNw  ,   SKd4xML-fV4  ,  24 19:34:11  ,  
moderation status(channel id, vid id, time,  mod status): UCki1I0RCzDl2TX_5GXyrGaw  ,   0s-k6U_TiDU  ,  24 20:08:06  ,  
moderation status(channel id, vid id, time,  mod status): UCYzPXprvl5Y-Sf0g4vX-m6g  ,   d6f2NJaWxHM  ,  24 20:08:07  ,  
moderation status(channel id, vid id, time,  mod status): UCIDaoGGZ0VL_lWajKts4bww  ,   eIk2Kgf4s04  ,  24 20:08:09  ,  
moderation status(channel id, vid id, time,  mod status): UC-lHJZR3Gqxm24_Vd_AJ5Yw  ,   b9Su6O-kgA8  ,  24 20:25:09  ,  heldForReview
moderation status(channel id, vid id, time,  mod status): UCi_V-NWe_nqsj5AlT3SIN_g  ,   GE6wxZ1X0Y4  ,  24 20:25:10  ,  
moderation status(channel id, vid id, time,  mod status): UCF1tkwvS2y-ya_dVSv7LDKw  ,   Y6vHVINBi0s  ,  24 20:42:08  ,  
moderation status(channel id, vid id, time,  mod status): UCEY0yxj6QxG4RBVRSe5orig  ,   XT3gEidTKAc  ,  24 21:16:04  ,  
moderation status(channel id, vid id, time,  mod status): UC4WNEEzWfK0fJJxxjQ4EYeg  ,   oInDKoMUumg  ,  24 21:16:05  ,  
moderation status(channel id, vid id, time,  mod status): UCsTcErHg8oDvUnTzoqsYeNw  ,   4vwGDDMleOI  ,  24 21:49:55  ,  
moderation status(channel id, vid id, time,  mod status): UClFSU9_bUb4Rc6OYfTt5SPw  ,   aqw1BxL2-Ik  ,  24 23:14:17  ,  heldForReview
moderation status(channel id, vid id, time,  mod status): UC11PvrGPzo6Y7Zc6-e9cAKg  ,   _NpiOJ_21Zg  ,  25 01:29:11  ,  
moderation status(channel id, vid id, time,  mod status): UC7_YxT-KID8kRbqZo7MyscQ  ,   jO1Pn4IVuXI  ,  25 02:19:45  ,  heldForReview
moderation status(channel id, vid id, time,  mod status): UCPDis9pjXuqyI7RYLJ-TTSA  ,   ewKgG0_wmp4  ,  25 14:10:39  ,  
moderation status(channel id, vid id, time,  mod status): UC4_bwov47DseacR1-ttTdOg  ,   h3u7uwEqWHM  ,  25 16:09:08  ,  
moderation status(channel id, vid id, time,  mod status): UCc2wpI97rT7TZGkhnylYgDA  ,   0c1YUydvOTs  ,  25 16:09:09  ,  
moderation status(channel id, vid id, time,  mod status): UCtJCPjK5WuDI1L-BIDKAYgA  ,   dTguDgoiAe8  ,  25 17:16:47  ,  
moderation status(channel id, vid id, time,  mod status): UCYzPXprvl5Y-Sf0g4vX-m6g  ,   hLdkuidAwqY  ,  25 17:16:48  ,  
moderation status(channel id, vid id, time,  mod status): UC__Oy3QdB3d9_FHO_XG1PZg  ,   sJRuRf3cWoU  ,  25 17:33:43  ,  
moderation status(channel id, vid id, time,  mod status): UCUxMKrXEeSi8N0bqbjrLF_w  ,   dswKsSUlQTs  ,  25 18:07:37  ,  
moderation status(channel id, vid id, time,  mod status): UCPDXXXJj9nax0fr0Wfc048g  ,   9Q_m1tmth_o  ,  25 18:41:34  ,  
moderation status(channel id, vid id, time,  mod status): UCuVOTQeNXKAP0OQcTBbACjg  ,   0kxue2BLiV4  ,  25 18:41:36  ,  
moderation status(channel id, vid id, time,  mod status): UC__Oy3QdB3d9_FHO_XG1PZg  ,   RSMpZI7Ih3A  ,  25 18:58:35  ,  
moderation status(channel id, vid id, time,  mod status): UC-lHJZR3Gqxm24_Vd_AJ5Yw  ,   N9-MdqjnW7E  ,  25 19:15:34  ,  heldForReview
moderation status(channel id, vid id, time,  mod status): UCN6BU9wRapPTF_tzYqKVWNA  ,   JmhTxh9TzeU  ,  25 19:15:35  ,  
moderation status(channel id, vid id, time,  mod status): UCM1cgxPGbxl_jR28Dx0CNww  ,   WBU9NWf3GLQ  ,  25 19:15:36  ,  
moderation status(channel id, vid id, time,  mod status): UChnfZKbuDfLQDKJ99Vv2sOw  ,   ownXY4xVsjc  ,  25 19:32:35  ,  
moderation status(channel id, vid id, time,  mod status): UCdcemy56JtVTrsFIOoqvV8g  ,   LrapRYBO-38  ,  25 19:49:31  ,  
moderation status(channel id, vid id, time,  mod status): UCYzPXprvl5Y-Sf0g4vX-m6g  ,   yx06O2L2OP8  ,  25 20:06:30  ,  
moderation status(channel id, vid id, time,  mod status): UCi_V-NWe_nqsj5AlT3SIN_g  ,   Y6wjlldqkP8  ,  25 20:06:32  ,  
moderation status(channel id, vid id, time,  mod status): UCuunebfqIi8uCzAs_fO1D6Q  ,   POvw2hveaPc  ,  25 20:40:28  ,  
moderation status(channel id, vid id, time,  mod status): UCaFUrR3oSxOl5Y9y6tvLTEg  ,   f2znwF4_dm4  ,  25 21:15:36  ,  heldForReview
moderation status(channel id, vid id, time,  mod status): UCd07rKJ7Q0pg5ths7Pz8k8Q  ,   mph0VOnX5_s  ,  25 22:06:20  ,  
moderation status(channel id, vid id, time,  mod status): UCX6OQ3DkcsbYNE6H8uQQuVA  ,   nLpqZEAFnkE  ,  25 23:13:48  ,  
moderation status(channel id, vid id, time,  mod status): UC__Oy3QdB3d9_FHO_XG1PZg  ,   O4xmgdDm73M  ,  26 00:21:15  ,  
moderation status(channel id, vid id, time,  mod status): UCPcFg7aBbaVzXoIKSNqwaww  ,   Brh3GyAIiQg  ,  26 00:54:59  ,  
moderation status(channel id, vid id, time,  mod status): UCPcFg7aBbaVzXoIKSNqwaww  ,   Brh3GyAIiQg  ,  26 00:55:00  ,  
moderation status(channel id, vid id, time,  mod status): UCEY0yxj6QxG4RBVRSe5orig  ,   G6dUxLxSrDo  ,  26 05:26:04  ,  
moderation status(channel id, vid id, time,  mod status): UC__Oy3QdB3d9_FHO_XG1PZg  ,   l1rdcrk0aMc  ,  26 10:46:42  ,  
moderation status(channel id, vid id, time,  mod status): UCPDis9pjXuqyI7RYLJ-TTSA  ,   xp6wfl5wYEw  ,  26 14:11:37  ,  
moderation status(channel id, vid id, time,  mod status): UC7_YxT-KID8kRbqZo7MyscQ  ,   uICK2DYc7CA  ,  26 16:10:16  ,  
moderation status(channel id, vid id, time,  mod status): UCF1tkwvS2y-ya_dVSv7LDKw  ,   oxPwwVZx2fw  ,  26 16:10:17  ,  
moderation status(channel id, vid id, time,  mod status): UCqXok4OMN4Kf7p6deGDUaoA  ,   cf6fxT6OqGE  ,  26 16:44:11  ,  
moderation status(channel id, vid id, time,  mod status): UC4USoIAL9qcsx5nCZV_QRnA  ,   TBLKfhJn-00  ,  26 17:01:06  ,  
moderation status(channel id, vid id, time,  mod status): UCtJCPjK5WuDI1L-BIDKAYgA  ,   _gBjolHmTTs  ,  26 17:01:07  ,  
moderation status(channel id, vid id, time,  mod status): UCYzPXprvl5Y-Sf0g4vX-m6g  ,   FQsrTuzahpI  ,  26 17:01:08  ,  
moderation status(channel id, vid id, time,  mod status): UCNYrK4tc5i1-eL8TXesH2pg  ,   bHyhLXuoqW4  ,  26 17:01:09  ,  
moderation status(channel id, vid id, time,  mod status): UChnfZKbuDfLQDKJ99Vv2sOw  ,   NMERib4yAHM  ,  26 18:08:56  ,  
moderation status(channel id, vid id, time,  mod status): UCM1cgxPGbxl_jR28Dx0CNww  ,   YytCUbvEUJQ  ,  26 18:08:58  ,  
moderation status(channel id, vid id, time,  mod status): UCN6BU9wRapPTF_tzYqKVWNA  ,   X2bPG6_L7vE  ,  26 18:42:49  ,  
moderation status(channel id, vid id, time,  mod status): UCsTcErHg8oDvUnTzoqsYeNw  ,   OKAU1Xx59ho  ,  26 19:16:44  ,  
moderation status(channel id, vid id, time,  mod status): UCF1tkwvS2y-ya_dVSv7LDKw  ,   GLQAXo0xonI  ,  26 19:33:42  ,  
moderation status(channel id, vid id, time,  mod status): UC-lHJZR3Gqxm24_Vd_AJ5Yw  ,   C1ObitoLwhM  ,  26 20:07:37  ,  heldForReview
moderation status(channel id, vid id, time,  mod status): UCYzPXprvl5Y-Sf0g4vX-m6g  ,   J1OtNK_JXHQ  ,  26 20:07:38  ,  
moderation status(channel id, vid id, time,  mod status): UC7_YxT-KID8kRbqZo7MyscQ  ,   SFmEB1adwds  ,  26 20:07:39  ,  heldForReview
moderation status(channel id, vid id, time,  mod status): UCuunebfqIi8uCzAs_fO1D6Q  ,   TWoYUULgszU  ,  26 20:07:40  ,  
moderation status(channel id, vid id, time,  mod status): UCIDaoGGZ0VL_lWajKts4bww  ,   EswtfLST2mg  ,  26 20:07:41  ,  
moderation status(channel id, vid id, time,  mod status): UCSAUGyc_xA8uYzaIVG6MESQ  ,   SJlmVOG8qj8  ,  26 20:58:31  ,  heldForReview
moderation status(channel id, vid id, time,  mod status): UCfF6ZjZ4R8-RZBFaLPhQ-xA  ,   uoblXeU3-y4  ,  26 20:58:32  ,  
moderation status(channel id, vid id, time,  mod status): UCi_V-NWe_nqsj5AlT3SIN_g  ,   hyBGPDhrNxg  ,  26 21:15:30  ,  
moderation status(channel id, vid id, time,  mod status): UC_eR8YpmUyAMi6tlMZrH-ag  ,   G9FjWENwQ0M  ,  26 21:32:29  ,  
moderation status(channel id, vid id, time,  mod status): UCxOGHW-aqciBe5Wjq8ltzOg  ,   XgScnLNPlVU  ,  26 22:06:17  ,  
moderation status(channel id, vid id, time,  mod status): UClFSU9_bUb4Rc6OYfTt5SPw  ,   BH6rttI6rCY  ,  26 22:06:19  ,  heldForReview
moderation status(channel id, vid id, time,  mod status): UC4WNEEzWfK0fJJxxjQ4EYeg  ,   btUwAZ7IebQ  ,  26 23:31:52  ,  
moderation status(channel id, vid id, time,  mod status): UC__Oy3QdB3d9_FHO_XG1PZg  ,   CpI5SRnTbIs  ,  27 00:05:33  ,  
moderation status(channel id, vid id, time,  mod status): UC1EW42tsTQTuFIkKcAhufkw  ,   -Dl-ElbL9Vs  ,  27 01:29:48  ,  
moderation status(channel id, vid id, time,  mod status): UCPcFg7aBbaVzXoIKSNqwaww  ,   QMQx2Du8-mw  ,  27 03:44:43  ,  
moderation status(channel id, vid id, time,  mod status): UCPcFg7aBbaVzXoIKSNqwaww  ,   QMQx2Du8-mw  ,  27 03:44:44  ,  
moderation status(channel id, vid id, time,  mod status): UCo5OlQ6tui7oBDnqVv33vhw  ,   jOPc0b5Q6po  ,  27 09:06:38  ,  
moderation status(channel id, vid id, time,  mod status): UCPDis9pjXuqyI7RYLJ-TTSA  ,   IH6pbj6Ebec  ,  27 14:10:43  ,  
moderation status(channel id, vid id, time,  mod status): UCF1tkwvS2y-ya_dVSv7LDKw  ,   rPmk4G1O-wM  ,  27 16:10:38  ,  
moderation status(channel id, vid id, time,  mod status): UCc2wpI97rT7TZGkhnylYgDA  ,   g0FHA0wD1j8  ,  27 16:10:40  ,  
moderation status(channel id, vid id, time,  mod status): UCtJCPjK5WuDI1L-BIDKAYgA  ,   i1F-4g6dZII  ,  27 17:01:37  ,  
moderation status(channel id, vid id, time,  mod status): UCimiUgDLbi6P17BdaCZpVbg  ,   3N5lgUgAQ-g  ,  27 17:01:38  ,  
moderation status(channel id, vid id, time,  mod status): UC__Oy3QdB3d9_FHO_XG1PZg  ,   e8vaAJIooGY  ,  27 17:18:34  ,  
moderation status(channel id, vid id, time,  mod status): UCPDXXXJj9nax0fr0Wfc048g  ,   rew7FoGy1Po  ,  27 17:35:28  ,  
moderation status(channel id, vid id, time,  mod status): UChnfZKbuDfLQDKJ99Vv2sOw  ,   1Wk5TGRf2CA  ,  27 18:09:25  ,  
moderation status(channel id, vid id, time,  mod status): UC-lHJZR3Gqxm24_Vd_AJ5Yw  ,   Vk8UEWHYfEg  ,  27 19:00:07  ,  heldForReview
moderation status(channel id, vid id, time,  mod status): UCUxMKrXEeSi8N0bqbjrLF_w  ,   -9BT8MzA5ns  ,  27 19:17:05  ,  
moderation status(channel id, vid id, time,  mod status): UCki1I0RCzDl2TX_5GXyrGaw  ,   0DU5AoQhx3Y  ,  27 19:50:54  ,  
moderation status(channel id, vid id, time,  mod status): UCYzPXprvl5Y-Sf0g4vX-m6g  ,   em3_QilyNJQ  ,  27 20:07:52  ,  
moderation status(channel id, vid id, time,  mod status): UCuunebfqIi8uCzAs_fO1D6Q  ,   2lylSU6vnvE  ,  27 20:07:53  ,  
moderation status(channel id, vid id, time,  mod status): UCi_V-NWe_nqsj5AlT3SIN_g  ,   5n486rrPox8  ,  27 20:07:54  ,  
moderation status(channel id, vid id, time,  mod status): UCIDaoGGZ0VL_lWajKts4bww  ,   adS4IvOgvRo  ,  27 20:07:55  ,  
moderation status(channel id, vid id, time,  mod status): UCVOGOj5wxS8p8P6ilray33A  ,   CW0hQJAY5sg  ,  27 22:40:29  ,  
moderation status(channel id, vid id, time,  mod status): UC7_YxT-KID8kRbqZo7MyscQ  ,   qMXkn4E2f8I  ,  27 23:14:16  ,  heldForReview
moderation status(channel id, vid id, time,  mod status): UC4WNEEzWfK0fJJxxjQ4EYeg  ,   HipvJaoHCD8  ,  27 23:14:18  ,  
moderation status(channel id, vid id, time,  mod status): UC__Oy3QdB3d9_FHO_XG1PZg  ,   rxO6yu9T8b8  ,  27 23:31:09  ,  
moderation status(channel id, vid id, time,  mod status): UCX6OQ3DkcsbYNE6H8uQQuVA  ,   g2rbhIB-ITM  ,  28 00:22:54  ,  
moderation status(channel id, vid id, time,  mod status): UCa6TeYZ2DlueFRne5DyAnyg  ,   WtiirpQVLAQ  ,  28 14:11:13  ,  
moderation status(channel id, vid id, time,  mod status): UCUxMKrXEeSi8N0bqbjrLF_w  ,   Zxr48rXabDs  ,  28 15:36:07  ,  
moderation status(channel id, vid id, time,  mod status): UC7_YxT-KID8kRbqZo7MyscQ  ,   EgKPhZ6BBTQ  ,  28 16:09:57  ,  heldForReview
moderation status(channel id, vid id, time,  mod status): UCo5OlQ6tui7oBDnqVv33vhw  ,   6_r_iePbASw  ,  28 16:26:52  ,  
moderation status(channel id, vid id, time,  mod status): UCtJCPjK5WuDI1L-BIDKAYgA  ,   19aX3Bggx5U  ,  28 17:01:57  ,  
moderation status(channel id, vid id, time,  mod status): UCsTcErHg8oDvUnTzoqsYeNw  ,   8Np9Kk82-zA  ,  28 17:01:59  ,  
moderation status(channel id, vid id, time,  mod status): UCYzPXprvl5Y-Sf0g4vX-m6g  ,   hZOiV3gJ-sw  ,  28 17:02:00  ,  
moderation status(channel id, vid id, time,  mod status): UCfF6ZjZ4R8-RZBFaLPhQ-xA  ,   SiMK9Bp81-I  ,  28 17:52:53  ,  
moderation status(channel id, vid id, time,  mod status): UCuouUWCLmpG4Dje3Ay0p1oQ  ,   p5N6tFob_Rw  ,  28 18:09:52  ,  
moderation status(channel id, vid id, time,  mod status): UChnfZKbuDfLQDKJ99Vv2sOw  ,   q-eRZRfcqbI  ,  28 18:09:54  ,  
moderation status(channel id, vid id, time,  mod status): UC7_YxT-KID8kRbqZo7MyscQ  ,   59N0aixciuQ  ,  28 19:00:44  ,  heldForReview
moderation status(channel id, vid id, time,  mod status): UCEY0yxj6QxG4RBVRSe5orig  ,   xsJJciG9FTE  ,  28 19:34:37  ,  
moderation status(channel id, vid id, time,  mod status): UCN6BU9wRapPTF_tzYqKVWNA  ,   _0aV3xm0lKk  ,  28 19:34:38  ,  
moderation status(channel id, vid id, time,  mod status): UCYzPXprvl5Y-Sf0g4vX-m6g  ,   h2TFNbMA9aY  ,  28 20:08:34  ,  
moderation status(channel id, vid id, time,  mod status): UCi_V-NWe_nqsj5AlT3SIN_g  ,   vlCLotABw1I  ,  28 20:08:35  ,  
moderation status(channel id, vid id, time,  mod status): UCIDaoGGZ0VL_lWajKts4bww  ,   ixb3Ol2hNFE  ,  28 20:08:37  ,  
moderation status(channel id, vid id, time,  mod status): UCM1cgxPGbxl_jR28Dx0CNww  ,   8rDnWYpfkwg  ,  28 20:25:35  ,  
moderation status(channel id, vid id, time,  mod status): UCaFUrR3oSxOl5Y9y6tvLTEg  ,   V_nYnDTqGaU  ,  28 21:33:14  ,  heldForReview
moderation status(channel id, vid id, time,  mod status): UC1EW42tsTQTuFIkKcAhufkw  ,   tffHB3L-QdU  ,  28 21:50:07  ,  
moderation status(channel id, vid id, time,  mod status): UC4WNEEzWfK0fJJxxjQ4EYeg  ,   CN-M34FK0io  ,  28 22:57:34  ,  
moderation status(channel id, vid id, time,  mod status): UCxOGHW-aqciBe5Wjq8ltzOg  ,   NSPNbsecFd0  ,  28 23:14:26  ,  
moderation status(channel id, vid id, time,  mod status): UCmlsu3V3SzIm2Jmo0S0qiMg  ,   2DU-m1oUKY4  ,  28 23:31:18  ,  
moderation status(channel id, vid id, time,  mod status): UC4_bwov47DseacR1-ttTdOg  ,   2UxO1sn2egw  ,  28 23:48:12  ,  
moderation status(channel id, vid id, time,  mod status): UC11PvrGPzo6Y7Zc6-e9cAKg  ,   ZcDbBR85iN0  ,  29 00:21:56  ,  
moderation status(channel id, vid id, time,  mod status): UCWXCrItCF6ZgXrdozUS-Idw  ,   hEYQoLnR2pg  ,  29 06:02:32  ,  
moderation status(channel id, vid id, time,  mod status): UC7_YxT-KID8kRbqZo7MyscQ  ,   5Fl-EF5uf7M  ,  29 16:11:08  ,  heldForReview
moderation status(channel id, vid id, time,  mod status): UCc2wpI97rT7TZGkhnylYgDA  ,   Ggq7kYZBU6g  ,  29 16:11:09  ,  
moderation status(channel id, vid id, time,  mod status): UCtJCPjK5WuDI1L-BIDKAYgA  ,   TAuwIB5DwsM  ,  29 17:02:02  ,  
moderation status(channel id, vid id, time,  mod status): UCYzPXprvl5Y-Sf0g4vX-m6g  ,   cyOHwVjMpbo  ,  29 17:02:04  ,  
moderation status(channel id, vid id, time,  mod status): UC4WNEEzWfK0fJJxxjQ4EYeg  ,   CgrrBD8Abvg  ,  29 17:52:52  ,  
moderation status(channel id, vid id, time,  mod status): UCuVOTQeNXKAP0OQcTBbACjg  ,   WkW9HRRV-9o  ,  29 18:43:43  ,  
moderation status(channel id, vid id, time,  mod status): UCd07rKJ7Q0pg5ths7Pz8k8Q  ,   zEVUAcyHodk  ,  29 19:00:42  ,  
moderation status(channel id, vid id, time,  mod status): UCYzPXprvl5Y-Sf0g4vX-m6g  ,   gB9DAL2wEE0  ,  29 20:08:26  ,  
moderation status(channel id, vid id, time,  mod status): UCNYrK4tc5i1-eL8TXesH2pg  ,   cTJR9ET0lfI  ,  29 20:08:28  ,  
moderation status(channel id, vid id, time,  mod status): UCuunebfqIi8uCzAs_fO1D6Q  ,   UQokC7fMO4c  ,  29 20:08:30  ,  
moderation status(channel id, vid id, time,  mod status): UCN6BU9wRapPTF_tzYqKVWNA  ,   UjsCjoaqB6s  ,  29 20:08:32  ,  
moderation status(channel id, vid id, time,  mod status): UC7_YxT-KID8kRbqZo7MyscQ  ,   0UHscgroOJ4  ,  29 20:25:29  ,  heldForReview
moderation status(channel id, vid id, time,  mod status): UCM1cgxPGbxl_jR28Dx0CNww  ,   jOS04T6uUIo  ,  29 22:06:59  ,  
moderation status(channel id, vid id, time,  mod status): UCfF6ZjZ4R8-RZBFaLPhQ-xA  ,   zd1I5WVklaQ  ,  29 22:23:51  ,  
moderation status(channel id, vid id, time,  mod status): UCki1I0RCzDl2TX_5GXyrGaw  ,   naL_bKFX8o8  ,  29 22:57:35  ,  
moderation status(channel id, vid id, time,  mod status): UCEY0yxj6QxG4RBVRSe5orig  ,   0I9vWjc9nao  ,  29 23:48:08  ,  
moderation status(channel id, vid id, time,  mod status): UC7_YxT-KID8kRbqZo7MyscQ  ,   TmNEvEIkwR8  ,  30 02:38:21  ,  heldForReview
moderation status(channel id, vid id, time,  mod status): UC1EW42tsTQTuFIkKcAhufkw  ,   EsnHISPUl24  ,  30 05:26:58  ,  
moderation status(channel id, vid id, time,  mod status): UCPDis9pjXuqyI7RYLJ-TTSA  ,   Rr1yov3FLRc  ,  30 14:11:33  ,  
moderation status(channel id, vid id, time,  mod status): UCa6TeYZ2DlueFRne5DyAnyg  ,   OeMcftrHEyM  ,  30 15:19:17  ,  
moderation status(channel id, vid id, time,  mod status): UCF1tkwvS2y-ya_dVSv7LDKw  ,   ShjNQUo9Z8c  ,  30 16:10:40  ,  
moderation status(channel id, vid id, time,  mod status): UCc2wpI97rT7TZGkhnylYgDA  ,   dTGeNG9z4PA  ,  30 16:10:42  ,  
moderation status(channel id, vid id, time,  mod status): UCtJCPjK5WuDI1L-BIDKAYgA  ,   ay1GyNJZt7Y  ,  30 17:01:40  ,  
moderation status(channel id, vid id, time,  mod status): UCYzPXprvl5Y-Sf0g4vX-m6g  ,   eC0kFi71SNc  ,  30 17:01:41  ,  
moderation status(channel id, vid id, time,  mod status): UC-lHJZR3Gqxm24_Vd_AJ5Yw  ,   NVBVZ0zWJSo  ,  30 18:43:18  ,  heldForReview
moderation status(channel id, vid id, time,  mod status): UCPDXXXJj9nax0fr0Wfc048g  ,   csKKjvfeC80  ,  30 19:01:21  ,  
moderation status(channel id, vid id, time,  mod status): UCYzPXprvl5Y-Sf0g4vX-m6g  ,   owrjf9L_kIw  ,  30 20:09:06  ,  
moderation status(channel id, vid id, time,  mod status): UCuunebfqIi8uCzAs_fO1D6Q  ,   8AGzpCm-4vc  ,  30 20:09:07  ,  
moderation status(channel id, vid id, time,  mod status): UCIDaoGGZ0VL_lWajKts4bww  ,   3GYj9nJaqWE  ,  30 20:09:09  ,  
moderation status(channel id, vid id, time,  mod status): UC4WNEEzWfK0fJJxxjQ4EYeg  ,   F00Cca-8E8c  ,  30 20:09:10  ,  
moderation status(channel id, vid id, time,  mod status): UC9SVhrnsGxWwiBRWT9c7Ozw  ,   2JjRZ-yct3U  ,  30 20:26:08  ,  
moderation status(channel id, vid id, time,  mod status): UC__Oy3QdB3d9_FHO_XG1PZg  ,   29RjPnSzQuk  ,  30 20:59:59  ,  
moderation status(channel id, vid id, time,  mod status): UC7_YxT-KID8kRbqZo7MyscQ  ,   V7Xs0MSVAy4  ,  30 21:16:55  ,  heldForReview
moderation status(channel id, vid id, time,  mod status): UCi_V-NWe_nqsj5AlT3SIN_g  ,   EGM5_BVAMb0  ,  30 21:50:42  ,  
moderation status(channel id, vid id, time,  mod status): UC__Oy3QdB3d9_FHO_XG1PZg  ,   KJr9dPVRRec  ,  30 22:07:39  ,  
moderation status(channel id, vid id, time,  mod status): UClFSU9_bUb4Rc6OYfTt5SPw  ,   Tprvv8OwRgA  ,  30 22:07:40  ,  heldForReview
moderation status(channel id, vid id, time,  mod status): UC__Oy3QdB3d9_FHO_XG1PZg  ,   8DDB_YRs9BM  ,  30 23:15:08  ,  
moderation status(channel id, vid id, time,  mod status): UC11PvrGPzo6Y7Zc6-e9cAKg  ,   A_uBOR9MBKE  ,  31 00:56:17  ,  
moderation status(channel id, vid id, time,  mod status): UCEY0yxj6QxG4RBVRSe5orig  ,   XPF_LmsKzOs  ,  31 02:20:32  ,  
moderation status(channel id, vid id, time,  mod status): UCVtFOytbRpEvzLjvqGG5gxQ  ,   g8wgc4jfQXY  ,  31 15:02:55  ,  
moderation status(channel id, vid id, time,  mod status): UCYzPXprvl5Y-Sf0g4vX-m6g  ,   jYlNpxZ8IJE  ,  31 17:01:40  ,  
moderation status(channel id, vid id, time,  mod status): UChnfZKbuDfLQDKJ99Vv2sOw  ,   re6FVkRhuz4  ,  31 18:10:12  ,  
moderation status(channel id, vid id, time,  mod status): UCNYrK4tc5i1-eL8TXesH2pg  ,   oj4-wZpvuxA  ,  31 18:44:23  ,  
moderation status(channel id, vid id, time,  mod status): UCM1cgxPGbxl_jR28Dx0CNww  ,   lK5sQ574_zg  ,  31 19:01:26  ,  
moderation status(channel id, vid id, time,  mod status): UCfF6ZjZ4R8-RZBFaLPhQ-xA  ,   7aH360RFsHM  ,  31 19:52:17  ,  
moderation status(channel id, vid id, time,  mod status): UCYzPXprvl5Y-Sf0g4vX-m6g  ,   -vYNJtHA7d8  ,  31 20:09:16  ,  
moderation status(channel id, vid id, time,  mod status): UCd07rKJ7Q0pg5ths7Pz8k8Q  ,   OhB3ZcyTQLI  ,  31 20:09:18  ,  
moderation status(channel id, vid id, time,  mod status): UCi_V-NWe_nqsj5AlT3SIN_g  ,   Kq_Keprh91c  ,  31 20:09:19  ,  
moderation status(channel id, vid id, time,  mod status): UCIDaoGGZ0VL_lWajKts4bww  ,   tFWpyc1gp60  ,  31 20:09:21  ,  
moderation status(channel id, vid id, time,  mod status): UC7_YxT-KID8kRbqZo7MyscQ  ,   e2p9fSnLxKU  ,  31 21:52:18  ,  heldForReview
moderation status(channel id, vid id, time,  mod status): UCN6BU9wRapPTF_tzYqKVWNA  ,   Jr7vNh06rY0  ,  31 21:52:19  ,  
moderation status(channel id, vid id, time,  mod status): UCPcFg7aBbaVzXoIKSNqwaww  ,   _xoEbHLknqA  ,  31 22:26:02  ,  
moderation status(channel id, vid id, time,  mod status): UCPcFg7aBbaVzXoIKSNqwaww  ,   _xoEbHLknqA  ,  31 22:26:03  ,  
